OBJECTID	ADDRESS	CROSSST	SITEDETAIL	SPACELENG	STSIDE	CURBQUAL	POSTID	LASTFIELDC	MTAB_DATE	MTAB_MOTION	GLOBALID	MTAB_RESO_TEXT	shape	Neighborhoods	SF Find Neighborhoods	Current Police Districts	Current Supervisor Districts	Analysis Neighborhoods
527	599 McAllister St	Franklin	55' to 80' east of Franklin	25	S	good		19920409000000					POINT (-122.4217 37.779846)	21	21	4	11	9
321				0									POINT (-122.47971 37.770634)	9	9	8	4	12
586	1591 Polk St	Sacramento	14' to 36' south of Sacramento	22	W	good		19960605000000					POINT (-122.420906 37.791348)	105	105	4	3	21
612	Van Ness Ave. & McAllister Street	McAllister Street	from 274 feet to 294 feet south of McAllister Street (enacted 11/18/2014)	20	East								POINT (-122.41993 37.779224)	21	21	4	10	36
81	70 Otis St	Brady	5' to 25' west of Brady Street	20	N	good		19960530000000					POINT (-122.41982 37.77229)	32	32	1	10	20
490				0									POINT (-122.39947 37.800774)	77	77	6	3	8
29	1 8th St	Market	0' to 20' south of Market	20	E	good		19920410000000					POINT (-122.415184 37.778873)	21	21	5	10	36
850	1500 Geary Blvd	Laguna	0-22' west of Laguna	22	N			19941220000000					POINT (-122.428185 37.785103)	101	101	4	11	15
102	99 Fulton St	Larkin	11' to 20' east of Larkin	9	S	good							POINT (-122.41528 37.779625)	21	21	5	10	36
789	2801 14th Avenue	West Portal	10-30' east of West Portal	0				19940501000000					POINT (-122.46891 37.73781)	46	46	10	8	41
396				0									POINT (-122.415565 37.807415)	99	99	6	3	23
854	BURKE AVE	3rd St	NE corner of intersection	0	N		797-15020	20110324000000					POINT (-122.38492 37.743916)	76	76	2	9	1
893	Laguna Street and Bay	Bay		20	east				20170606000000	170620-076			POINT (-122.43146 37.802532)	17	17	4	6	13
642	707 Parnassus Av	4th Ave	From meter PNS 707 36' east	36									POINT (-122.46099 37.762512)	109	109	7	11	14
79	1490 Mason St	Broadway	0' to 19' north of south frontage road of Broadway	19	E	good		19971007000000					POINT (-122.41179 37.79711)	107	107	6	3	6
751	1400 Fillmore St	Ellis	5' to 23' north of Ellis	18	E	good		19960419000000					POINT (-122.432465 37.78249)	97	97	4	11	39
59	704 Lake Merced Blvd	South State	15' to 37' west of South State Drive	22									POINT (-122.48445 37.72508)	42	42	10	8	16
44	3545 18th St	Linda	0-18' east of Linda Street	18	S	good		19941220000000					POINT (-122.42284 37.761566)	37	37	3	5	20
907	189 Church St	14th St							20190305000000	190305-026		ESTABLISH – BLUE ZONE, DISABLED PARKING ONLY, AT ALL TIMES “189” Church Street, east side, from 20 feet to 42 feet north of 14th Street	POINT (-122.4289 37.76782)	28	28	7	5	5
687				0									POINT (-122.420006 37.75541)	53	53	3	2	20
696	400 Cortland	Bennington Street	from 6 feet to 28 feet east of Bennington Street, removing meter #402 (enacted 5/6/2014)	22	South		365-04020						POINT (-122.41765 37.739117)	61	61	9	2	2
465	500 Howard	1st Street	from 11 feet to 33 feet south of 1st Street (enacted 4/1/2014)	22	West								POINT (-122.39614 37.788536)	32	32	1	10	8
625	401 Van Ness Ave	McAllister	162' to 184' south of McAllister	22	W	good		19970212000000					POINT (-122.42036 37.779575)	21	21	4	11	9
664	2 Rhode Island Street	Division Street	from 63 feet to 83 feet south of Division Street, within 5-foot sidewalk bulb-in (enacted 10/20/2015)	20	West								POINT (-122.4031 37.76951)	33	33	1	9	4
818	904 Ellis St	Van Ness	north side, from 13 feet to 33 feet west of Van Ness Avenue.	20	north								POINT (-122.42132 37.783848)	100	100	4	11	39
427	1525 Silver Av	Barneveld	90' to 112' east of Barneveld	22	N	poor		19920409000000					POINT (-122.40642 37.73224)	91	91	2	2	25
262	2 Scott Street	Duboce	0 to 22' north of Duboce	0									POINT (-122.43483 37.769253)	28	28	7	5	3
554				0									POINT (-122.454216 37.77174)	9	9	7	4	12
657				0									POINT (-122.46613 37.773308)	9	9	8	4	12
682				0									POINT (-122.39919 37.790035)	108	108	6	10	8
43	4052 18th St	Hartford	4' to 22' west of Hartford	18	N	good		19920421000000					POINT (-122.43406 37.760994)	38	38	3	5	5
595	SLOAT BLVD	46th Ave	S side of Sloat	0	S		765-27890	20110324000000					POINT (-122.50389 37.73527)	43	43	10	8	16
896	788 Kirkwood Ave	Dormitory Rd	"Two segments of blue established by the resolution letter, total length 18 ft. ""J. ESTABLISH – BLUE ZONE, DISABLED PARKING ONLY, AT ALL TIMES – 788 Kirkwood Ave, north side, approximately from 55 ft to 64 ft and from 72 ft to 81 ft E of Dormitory Rd."""	20	north				20170606000000	170606-067			POINT (-122.3739 37.729115)	78	78	2	9	1
10	2599 Golden Gate Av	Parker	16' to 37' east of Parker	21	S	good		19960303000000					POINT (-122.45267 37.776848)	12	12	7	4	18
501	Ellis St. & Polk Street	Polk Street	from 12 feet to 31 feet west of Polk Street (enacted 3/3/2015)	18	South								POINT (-122.4196 37.783943)	20	20	4	10	36
811	355 MAIN ST	Harrison	MIGHT BE RESCINDED BY 180116-003	0	NE		561-03550	20110414000000					POINT (-122.39045 37.788357)	30	30	1	10	8
705	815 Bryant Street	Harriet Street	from 15 feet to 35 feet east of Harriet Street, removing parking meter stall #813G. (enacted 4/19/216)	20	S		331-08130						POINT (-122.402916 37.775616)	32	32	1	10	34
326				0									POINT (-122.4774 37.771484)	9	9	8	4	12
198	99 California St	Davis	5' to 24' east of Davis	19	S								POINT (-122.397385 37.793453)	108	108	6	3	8
588	3602 Sacramento St	Locust	3' to 25' east of Locust	22	N								POINT (-122.45214 37.78758)	10	10	8	6	31
346				0									POINT (-122.46853 37.772533)	9	9	8	4	12
771				0									POINT (-122.45017 37.769753)	25	25	7	11	3
558				0									POINT (-122.41988 37.786236)	50	50	4	10	36
801	1222 Harrison St	8th St	Harrison Street, north side, from 6 feet to 27 feet west of 8 th Street	21	north								POINT (-122.40872 37.773716)	32	32	1	10	34
106	50 Howard St	Steuart	3' to 23' west of Steuart	20	N								POINT (-122.39185 37.791912)	108	108	1	10	8
420				0									POINT (-122.449745 37.765766)	29	29	7	11	3
391				0									POINT (-122.40442 37.781216)	32	32	1	10	34
761	Bay Street & Buchanan Street	Buchanan Street	from Buchanan Street to 20 feet easterly (enacted 11/5/2013)	20	south								POINT (-122.43316 37.803013)	17	17	4	6	13
3	3355 19th Ave		53' to 97' north of the south property line	44	W								POINT (-122.47503 37.7282)	41	41	10	8	16
881	Irving Street	21st Ave	north side, from 21st Ave to 20 feet westerly (removes meter #216)	20	north				20170307000000	170307-025			POINT (-122.479416 37.763535)	39	39	10	7	35
135	600 Ellis St	Hyde	10' to 36' west of Hyde	26	N			19950829000000					POINT (-122.4163 37.784477)	20	20	5	10	36
736	3699 19th Ave	Holloway	129' within Parking Bay	129	W								POINT (-122.47544 37.721413)	42	42	10	8	16
777	DIAMOND HEIGHTS BLVD	Safira	NE corner of intersection	0	E		775-51650	20110324000000					POINT (-122.44002 37.746464)	57	57	3	5	22
28	1331 8th Ave	Irving	off-street public parking lot	20	W			19940201000000					POINT (-122.465324 37.76358)	109	109	10	11	14
667				0									POINT (-122.4338 37.725822)	90	90	9	1	7
8	Buena Vista West	Waller	0' to 9' north of driveway	9	E	good		19971202000000					POINT (-122.442764 37.769756)	112	112	7	5	3
269	785 Stanyan St	Beulah	3' to 25' north of Beulah	22									POINT (-122.453415 37.76812)	9	9	7	11	12
721	200 Washington St.		from 0 feet to 20 feet east of metered stall #4 (enacted 4/1/2014)	20	N		720-02040						POINT (-122.398346 37.796223)	77	77	6	3	8
333				0									POINT (-122.45863 37.76854)	9	9	7	11	12
806	802 27th Street	Douglass St	north side, from Douglass Street to 22 feet westerly (22-foot zone)	22	north							ESTABLISH – BLUE ZONE, DISABLED PARKING ONLY, AT ALL TIMES “802” 27th Street, north side, from Douglass Street to 22 feet westerly (22-foot zone). PH 12/15/17	POINT (-122.43816 37.746304)	57	57	3	5	22
111	199 Jones St	Turk	0-20' south of Turk	0				19940501000000					POINT (-122.412445 37.782833)	20	20	5	10	36
325				0									POINT (-122.47487 37.77094)	9	9	8	4	12
279				0									POINT (-122.394104 37.783356)	32	32	1	10	8
675	Stonecrest	Winston	0' to 18' south of Winston	18	W	good		19960419000000					POINT (-122.47427 37.726788)	41	41	10	8	41
747	23 Jones St	Golden Gate	12' to 30' south of Golden Gate Avenue	18	W	good		19950701000000					POINT (-122.41224 37.78191)	20	20	5	10	36
856				0									POINT (-122.42199 37.796722)	105	105	4	3	32
22	360 4th St	Clara	27' to 93' north of Clara	66	W								POINT (-122.40033 37.781242)	32	32	1	10	34
164	5400 Geary Blvd	18th Ave	13' to 30' west of 18th Ave	17	N	good		19960607000000					POINT (-122.477425 37.780556)	5	5	8	4	29
581	Jackson St. & Columbus Avenue	Columbus Avenue	Jackson Street, south side, from 21 feet to 40 feet east of Columbus Avenue (enacted 9/2/2014)	19	South								POINT (-122.40402 37.79631)	106	106	6	3	6
252	229 Powell St	Geary	13-31' south of Geary	18	W			19941220000000					POINT (-122.40825 37.78718)	19	19	6	3	36
477	Polk Street & Jackson Street	Jackson Street	from 7 feet to 29 feet south of Jackson Street (enacted 3/3/2015)	22	West								POINT (-122.42145 37.793953)	105	105	4	3	32
206				0									POINT (-122.49891 37.771027)	9	9	8	4	12
911	1670 Indiana St	Marin St							20190416000000	190416-038		ESTABLISH – BLUE ZONE, DISABLED PARKING ONLY, AT ALL TIMES – “1670” Indiana Street, west side, from the ramp for the north crosswalk at Marin Street to 22 feet southerly.	POINT (-122.39033 37.748775)	56	56	2	9	1
57	2321 Clement St	24th Ave	81' to 103' west of 24th Ave	22	N	poor		19920417000000					POINT (-122.484024 37.782124)	8	8	8	4	29
94	851 Guerrero St	Liberty	26' south from Liberty	26	E								POINT (-122.42327 37.757423)	52	52	3	5	20
431	620 Washington St	Columbus	27' to 45' west of Columbus	18	N	good		19970826000000					POINT (-122.403625 37.79554)	104	104	6	3	6
861	100 Grant	Geary Street	from 13 feet to 35 feet north of Geary Street (enacted 4/1/2014 and 6/16/2016)	22	East								POINT (-122.40498 37.78787)	19	19	6	3	8
359	Polk Street & Clay Street	Clay Street	from 7 feet to 25 feet north of Clay Street (enacted 3/3/2015)	18	East								POINT (-122.42102 37.792603)	105	105	4	3	32
716	Folsom Street and Embarcadero	Embarcadero	Folsom Street, north side, from 38’ to 56’ west of the Embarcadero (enacted 9/6/2016)	18	N								POINT (-122.39041 37.790627)	108	108	1	10	8
776	2800 Sloat Blvd	45th Ave	0' to 22' east of 45th Ave	22	S	good		19960425000000					POINT (-122.50401 37.73527)	43	43	10	8	16
442	400 Parnassus Av	Arguello	From west end of parking bay 22' east	22									POINT (-122.457344 37.763714)	110	110	7	11	14
814	"""963"" Hyde Street"	Pine	west side, from 19 feet to 39 feet south of Pine Street	20	west								POINT (-122.417244 37.789883)	50	50	6	3	21
624	4th Street & Mission Bay Boulevard South	Mission Bay Boulevard South	from 12 feet to 32 feet south of Mission Bay Boulevard South (enacted 1/6/2015)	20	West								POINT (-122.39124 37.77045)	34	34	1	10	4
629				0									POINT (-122.510025 37.76911)	9	9	8	4	12
459	2302 Post St	Divisadero	0' to 20' west of Divisadero	20	N	good		19950701000000					POINT (-122.43985 37.78436)	103	103	8	11	15
293				0									POINT (-122.42199 37.806393)	98	98	6	6	32
288				0									POINT (-122.43006 37.7856)	101	101	4	11	15
481	Green Street & Van Ness Avenue	Van Ness Avenue	from Van Ness Avenue to 20 feet easterly (yellow zone) (enacted 3/3/2015)	20	South								POINT (-122.42351 37.797596)	105	105	4	3	32
568	0 Lapu-Lapu	Harrison Street	from 5 feet to 23 feet west of Harrison Street (enacted 4/1/2014)	18	North								POINT (-122.398384 37.781845)	32	32	1	10	34
692	Wisconsin St	Coral Road	From 78' to 98' south of Coral Rd. (enacted 1/7/2014, relocated)	20	West								POINT (-122.398636 37.753517)	54	54	2	9	26
654				0									POINT (-122.418144 37.778736)	21	21	4	10	36
238				0									POINT (-122.411446 37.776447)	32	32	1	10	34
724	Ocean Ave	Mission St	From Mission St., 35' to 55 ' westerly (enacted 2/18/2014, relocated)	20	N								POINT (-122.43563 37.723946)	94	94	9	1	28
362	9th Street & Division Street	Division Street	from Division Street to 20 feet northerly (enacted 6/16/2015)	20	East								POINT (-122.40643 37.76975)	33	33	1	10	34
404		Steiner St	Cal Steiner lot	0			902-02430						POINT (-122.43473 37.788937)	102	102	4	6	30
122	102 Turk St	Taylor	0' to 20' west of Taylor	20	N	good		19961102000000					POINT (-122.41096 37.783245)	20	20	5	10	36
350				0									POINT (-122.46649 37.772667)	9	9	8	4	12
194	3301 24th St	Mission	10' to 34' east of Mission	24	S	good		19940628000000					POINT (-122.41818 37.752186)	53	53	3	2	20
541	1399 Funston Av	Judah	22' north from south property line on Funston	22	W								POINT (-122.47053 37.76212)	109	109	10	11	14
16	77 Post St	Kearny	10' to 32' east of Kearny	22	S								POINT (-122.40343 37.78886)	19	19	6	3	8
888	Irving Street	24th Ave	south side, form 16 feet to 29 feet east of 24th Ave, removes meter #2239	13	south				20170307000000	170307-025			POINT (-122.48227 37.763252)	39	39	10	7	35
712	595 Van Ness Ave	Golden Gate	6' to 26' south of Golden Gate	20	W	good		19950701000000					POINT (-122.42057 37.780876)	21	21	4	11	39
498				0									POINT (-122.468544 37.76922)	9	9	8	4	12
273				0									POINT (-122.41689 37.77875)	21	21	4	10	36
220				0									POINT (-122.45366 37.77027)	25	25	7	11	3
424	234 Van Ness Ave	Lech Walesa	7' to 26' north of Lech Walesa	19	E	good		19920410000000					POINT (-122.41959 37.77772)	21	21	4	10	36
411	HERBST	Skyline	SE part of zoo	0	E		767-00100	20110324000000					POINT (-122.50217 37.7298)	43	43	10	8	16
313				0									POINT (-122.40289 37.80415)	77	77	6	3	8
732	1096 Point Lobos Av	Near Cliffhouse	5' to 24' north of the driveway	19		good							POINT (-122.51229 37.776886)	6	6	8	4	29
89	200 Grove St	Van Ness	30' to 55' west of Van Ness	25	N								POINT (-122.42017 37.77826)	21	21	4	11	9
405				0									POINT (-122.415085 37.779995)	21	21	5	10	36
388				0									POINT (-122.43415 37.725674)	94	94	9	1	28
701	Folsom Street and Essex Street	Essex Street	Folsom Street, south side, from 61’ to 82’ east of Essex Street (enacted 9/6/2016)	21	S								POINT (-122.39538 37.786522)	30	30	1	10	8
150	434 Franklin St	Fulton	2' to 24' north of the south crosswalk	22	E	good		19920507000000					POINT (-122.42161 37.77897)	21	21	4	11	9
329				0									POINT (-122.46377 37.773525)	9	9	8	4	12
839				0									POINT (-122.434586 37.801083)	17	17	4	6	13
235				0									POINT (-122.42346 37.771515)	27	27	1	5	20
904	1599 Sanchez St	29th St							20190604000000	190604-059		ESTABLISH – BLUE ZONE, DISABLED PARKING ONLY, AT ALL TIMES – 1599 Sanchez Street, east side, from 29th Street to 20 feet northerly	POINT (-122.42892 37.743614)	84	84	9	5	22
248				0									POINT (-122.442696 37.782528)	13	13	7	6	18
763				0									POINT (-122.466576 37.77266)	9	9	8	4	12
180	200 Beale St	Howard	From Howard to 38' south	38	W	good							POINT (-122.3942 37.78975)	32	32	1	10	8
555				0									POINT (-122.44013 37.715866)	58	58	9	1	7
263	207 Skyline Blvd		From main gate 33' east	33									POINT (-122.50174 37.728645)	43	43	10	8	16
540	1200 Franklin St	Geary	9' to 29' north of Geary	20	E	good		19971027000000					POINT (-122.42296 37.78565)	100	100	4	11	39
314				0									POINT (-122.4061 37.805542)	18	18	6	3	23
451	575 Polk St	Turk	4' to 25' south of Turk	21	W	good		19920526000000					POINT (-122.41903 37.782005)	21	21	4	10	36
355	2099 37th Ave.	Quintara Street	from 0 feet to 22 feet south of north crosswalk at Quintara Street (enacted 10/20/2015)	22	West								POINT (-122.49544 37.74774)	39	39	10	7	35
809	Spear St	Harrison	Unknown which side of Spear St	25	UNKNOWN			20180205000000	20180116000000	180116-003		C. ESTABLISH - BLUE ZONE - Spear Street, from 42 feet south of Harrison Street to 25 feet southerly; and Main Street, east side, from 40 feet north of Harrison Street to 25 feet northerly	POINT (-122.38932 37.78865)	30	30	1	10	8
316				0									POINT (-122.40879 37.80724)	99	99	6	3	23
210				0									POINT (-122.498314 37.7689)	9	9	8	4	12
899	Folsom & 11th Street	11th St	North side from 11th street to 20 feet easterly	20	n				20171017000000	171017-131		F. ESTABLISH – BLUE ZONE - Folsom Street, north side, from 11th Street to 20 feet easterly, 6th Street, east side, from 32 feet to 54 feet north of Folsom Street	POINT (-122.413956 37.771957)	32	32	1	10	34
473	Van Ness Ave. & Golden Gate Avenue	Golden Gate Avenue	from 30 feet to 80 feet south of Golden Gate Avenue (enacted 11/18/2014)	50	West								POINT (-122.420555 37.780773)	21	21	4	11	39
522	100 Channel Street	4th Street	from 4 feet to 26 west of 4th St. (enacted 1/5/2016)	22	N								POINT (-122.391754 37.77434)	34	34	1	10	4
862	3104 16th St	Valencia	5' to 25' west of Valencia	20	N								POINT (-122.42212 37.764965)	37	37	3	5	20
446	810 Pierce St	McAllister	16' to 38' north of the south building line	22	E								POINT (-122.43487 37.777733)	23	23	4	11	39
545	389 Parnassus Av	Arguello	2' to 44' east of the driveway	42									POINT (-122.457306 37.763554)	110	110	7	8	14
824	1500 Laguna Street	Geary Blvd	Laguna Street, east side, from Geary Boulevard to 18 feet northerly	18	east		1502		20180904000000	180904-122		ESTABLISH – BLUE ZONE –   Laguna Street, east side, from Geary Boulevard to 18 feet northerly (rescinds metered parking space #1502);	POINT (-122.42793 37.785168)	101	101	4	11	15
868	755 Jerrold Ave	Dormitory Rd		22	South				20170606000000	170606-067			POINT (-122.37353 37.72972)	78	78	2	9	1
852	899 Tennessee Street	20th Street	from 14 feet to 34 feet north of 20th Street. (enacted 4/7/2015)	20	East								POINT (-122.38941 37.760624)	55	55	2	9	26
485	500 Felton St.	Holyoke Street	from 0 feet to 20 feet west of west crosswalk line at Hollyoke Street. (enacted 8/19/2014)	20	North								POINT (-122.40965 37.728767)	91	91	2	2	25
463	940 Powell St	Sacramento	22' to 44' north of the south building line	22	E								POINT (-122.40936 37.793472)	16	16	6	3	6
829				0									POINT (-122.42371 37.77188)	27	27	4	5	9
917	400 Geary Blvd	Mason St	Geary Street, north side, from 23 feet to 43 feet west of Mason Street (rescinds metered commercial loading space #404)	20	north		404		20180904000000	180904-122		ESTABLISH – BLUE ZONE –  Geary Street, north side, from 23 feet to 43 feet west of Mason Street (rescinds metered commercial loading space #404)	POINT (-122.41006 37.78718)	50	50	6	3	36
221				0									POINT (-122.44006 37.716175)	90	90	9	1	7
717	499 Cortland	Bennington Street	from 6 feet to 28 feet east of Bennington Street, removing meter #402 (enacted 5/6/2014)	22	north		365-04020						POINT (-122.41763 37.739223)	83	83	9	2	2
117	1002 Taraval St	20th Ave	3' to 23' west of 20th Ave	20	N	good							POINT (-122.47696 37.743073)	40	40	10	7	35
34	301 11th Ave	Clement	10' to 32' south of Clement	22	W	good		19960809000000					POINT (-122.469826 37.78258)	5	5	8	4	11
633				0									POINT (-122.45189 37.769234)	25	25	7	11	3
650				0									POINT (-122.41843 37.755394)	53	53	3	2	20
253	1702 Powell St	Green	0' to 22' north of Green	22	E	good		19980420000000					POINT (-122.41059 37.799465)	106	106	6	3	6
891	Irving Street	22nd Ave	south side, from 37 feet to 50 feet east of 22nd Avenue (removed meter #2035)	13	south				20170307000000	170307-025			POINT (-122.48004 37.763344)	39	39	10	7	35
69	102 McAllister St	Leavenworth	0' to 20' west of Leavenworth	20	N	good		19970603000000					POINT (-122.41385 37.78096)	21	21	5	10	36
708	Vallejo Street & Polk Street	Polk Street	from Polk St to 20 feet easterly (enacted 3/1/2016)	20	S								POINT (-122.421814 37.796852)	105	105	4	3	32
187	3400 19th St	Mission	west of Mission	0	N	good		19950203000000					POINT (-122.41946 37.76026)	53	53	3	2	20
190	1298 23rd Ave	Irving	5' to 23' north of Irving	18	E	good		19960724000000					POINT (-122.48134 37.763535)	39	39	10	7	35
578	Stockton Street & Union Street	Union Street	from 23 feet to 41 feet south of Union Street. (enacted 11/18/2014)	18	West								POINT (-122.409195 37.80019)	106	106	6	3	23
242				0									POINT (-122.40755 37.78244)	32	32	5	10	34
611	Ellis St. & Polk Street	Polk Street	from Polk Street to 20 feet westerly (enacted 3/3/2015)	20	North								POINT (-122.41957 37.784073)	20	20	4	10	36
402		Chestnut St	Pierce St Garage - metered spaces	0			916-00030						POINT (-122.4392 37.80019)	17	17	4	6	13
842	79 Van Ness Ave	Fell	47'-69' south of Fell	22	W								POINT (-122.41959 37.77607)	21	21	4	11	9
621	0 South Park Ave.	2nd Street	from 2 feet to 11 feet west of 2nd Street (enacted 4/1/2014)	9	North								POINT (-122.39297 37.782463)	31	31	1	10	8
84	599 Davis St	Jackson	252' to 270' north of Jackson	18	W	good		19970509000000					POINT (-122.39855 37.797844)	77	77	6	3	8
531	55 Cyril Magnin St	Ellis	1' to 21' south of Ellis	20	W								POINT (-122.408714 37.78527)	19	19	5	3	36
216				0									POINT (-122.45421 37.771687)	9	9	7	4	12
101	1 Hickory St	Van Ness	10' to 28' west of Van Ness	18	S	good							POINT (-122.41962 37.77584)	21	21	4	11	9
698	California Street & Polk Street	Polk Street	from 45 feet to 65 feet east of Polk St (enacted 3/1/2016)	20	S								POINT (-122.42029 37.79054)	105	105	4	3	21
297				0									POINT (-122.419014 37.757427)	53	53	3	2	20
873	777 Font Blvd	Arballo Dr	south side of 700 Block of Font Boulevard west of the traffic circle (98-foot zone) Exact dimensions subject to post-construction conditions.	98	S				20170307000000	170307-025			POINT (-122.48397 37.723045)	42	42	10	8	16
512	SLOAT BLVD	46th Ave	S side of Sloat	0	S		765-27990	20110324000000					POINT (-122.50417 37.73527)	43	43	10	8	16
494				0									POINT (-122.472664 37.768696)	9	9	8	4	12
275	McAllister			0									POINT (-122.42048 37.780003)	21	21	4	11	9
129	500 Dolores St	18th St	0' to 25' south of 18th St	25	W	poor		19920421000000					POINT (-122.426186 37.761284)	37	37	3	5	5
441	490 Parnassus Av	3rd Ave	242' to 267' east of 3rd Ave	25	N	good							POINT (-122.45885 37.763264)	110	110	7	11	14
309				0									POINT (-122.39568 37.79738)	77	77	6	3	8
51	1177 California St	Jones	0' to 18' east of Jones	18	S	good		19980331000000					POINT (-122.41391 37.79135)	16	16	6	3	21
384				0									POINT (-122.48113 37.721943)	42	42	10	8	16
744	299 Grove St	Franklin	17' to 39' east of Franklin	22	S	good		19960208000000					POINT (-122.42124 37.777985)	21	21	4	11	9
154	800 Front St	Broadway	0' to 22' north of Broadway	22	E	good		19980629000000					POINT (-122.399826 37.798893)	77	77	6	3	8
783	Turk Street & Larkin Street	Larkin Street	from 30 feet to 50 feet west of Larkin Street (enacted 3/1/2016)	20	N								POINT (-122.417595 37.78241)	20	20	5	10	36
835				0									POINT (-122.46545 37.76909)	9	9	8	4	12
231				0									POINT (-122.417854 37.78537)	20	20	5	10	36
672	STEVENSON ST	6th St	E side of intersection	0	SE		661-04950	20110324000000					POINT (-122.409515 37.78184)	32	32	5	10	34
456	101 Post St	Kearny	27' to 51' west of Kearny	24	S	good							POINT (-122.403854 37.78881)	19	19	6	3	8
436	99 West Portal Ave	Vicente	14' angled stall replacing parking meter no. 57	14	S	good		19950801000000					POINT (-122.466705 37.739826)	46	46	10	8	41
768	151 Drumm St	Sacramento	89' to 107' north of Sacramento	18	W	good		19960209000000					POINT (-122.39675 37.79491)	108	108	6	3	8
320				0									POINT (-122.479805 37.7706)	9	9	8	4	12
161	3700 Geary Blvd	Arguello	18' to 36' west of Arguello	18	N	good		19960606000000					POINT (-122.4591 37.781384)	5	5	8	4	11
638				0									POINT (-122.4382 37.775944)	24	24	7	11	9
587	239 Post St	Stockton	0 to 26' east of Stockton	26	S								POINT (-122.40657 37.788464)	19	19	6	3	8
75	Newhall	Williams	10' to 28' south of Williams	18	W	good		19970508000000					POINT (-122.39758 37.729824)	86	86	2	9	1
661				0									POINT (-122.46611 37.77269)	9	9	8	4	12
535	2135 Sutter St	Steiner	16' west of the east property line to 38' west	22	S								POINT (-122.435394 37.785755)	103	103	4	11	15
729	Bryant Street & Gilbert Street	Gilbert Street	from 13 feet to 33 feet east of Harriet Street, removing parking meter stall #857G (4/19/2016)	20	S		331-08570						POINT (-122.40405 37.77473)	32	32	1	10	34
683				0									POINT (-122.39792 37.79465)	108	108	6	3	8
380				0									POINT (-122.42163 37.74303)	83	83	9	2	2
790	554 Clayton St	Haight	12' to 30' north of Haight	18	E								POINT (-122.448524 37.76994)	25	25	7	11	3
567	1300 22nd Ave	Irving	5' to 25' south of Irving	20	E								POINT (-122.480255 37.763275)	39	39	10	7	35
605	BEALE ST	Bryant	SE corner of intersection	0	NE		816-05570	20110324000000					POINT (-122.38872 37.785595)	31	31	1	10	8
157	3330 Geary Blvd		2' to 20' west of east property line	18	N								POINT (-122.45459 37.781673)	11	11	8	6	31
303				0									POINT (-122.38925 37.783264)	31	31	1	10	8
616	Arguello Boulevard & Geary Boulevard	Geary Boulevard	from 8 feet to 29 feet south of Geary Boulevard (enacted 6/4/2013)	21	West								POINT (-122.458954 37.781036)	5	5	8	4	11
518	Vallejo & Larkin Street	Larkin Street	from 10 feet to 30 feet west of Larkin Street (enacted 3/3/2015)	20	North								POINT (-122.42052 37.797134)	105	105	4	3	32
469	3884 20th Street		from 11½ feet to 35½ east of J-Church Light Rail right-of-way (enacted 10/20/2015)	24	North								POINT (-122.427666 37.75816)	37	37	3	5	5
920	"""601"" 6th Street"	Townsend Street	6th Street, east side, from 30 feet to 50 feet northerly (removes one metered space at meter #206-06621)	20														
878	Palou Avenue	Phelps	south side from 36 to 71 feet west of Phelps	40	south				20170307000000	170307-028			POINT (-122.394806 37.735836)	87	87	2	9	1
107	399 Howard St	Fremont	13' to 33' east of Fremont	20	S	good		19950401000000					POINT (-122.394875 37.789303)	32	32	1	10	8
885	21st Avenue	Irving Street	West stide, from 5 feet to 32 fee south of Irving street, removes meter #1301	27	west		1301		20170307000000				POINT (-122.47929 37.76339)	39	39	10	7	35
375	O'Farrell Street & Polk Street	Polk Street	from 4 feet to 24 feet east of Polk Street (white zone) (enacted 3/3/2015)	20	South								POINT (-122.41933 37.784924)	20	20	5	10	36
367	Bush Street & Van Ness Avenue	Van Ness Avenue	from 15 feet to 35 feet east of Van Ness Avenue (enacted 3/3/2015)	20	South								POINT (-122.42153 37.788475)	50	50	4	3	21
821	1601 Steiner St	Geary blvd	Steiner Street, east side, from Geary Boulevard to 19 feet northerly (rescinds metered parking space #1602)	19	east				20180904000000	180904-122		Steiner Street, east side, from Geary Boulevard to 19 feet northerly (rescinds metered parking space #1602)	POINT (-122.43472 37.78435)	103	103	4	11	15
225				0									POINT (-122.381004 37.736515)	86	86	2	9	1
739	10 Larkin St	Hayes	24' to 46' north of Hayes	22	E	good		19970410000000					POINT (-122.416336 37.777874)	21	21	5	10	36
550				0									POINT (-122.51002 37.769016)	9	9	8	4	12
593	GEARY BLVD	30th Ave	SE corner of intersection	0	S		440-65290	20110324000000					POINT (-122.4899 37.77972)	8	8	8	4	29
526	422 Leland Av	Elliot	7' to 34' west of the east property line	27									POINT (-122.41214 37.71388)	75	75	9	9	40
112	299 Jones St	Eddy	5' to 24' south of Eddy	19	W	good		19950701000000					POINT (-122.41263 37.783756)	20	20	5	10	36
38	270 6th St	Folsom	110' to 141' north of Folsom	31	W	good		19920409000000					POINT (-122.40608 37.778767)	32	32	1	10	34
774	Mission Bay Blvd. South & 3rd Street	3rd Stret	from 11 feet to 33 feet east of 3rd Street (enacted 1/6/2015)	22	South								POINT (-122.3892 37.77063)	34	34	1	10	4
713	Herbst Road	Armory Drive	from 242 feet to 251 feet east of Armory Drive (enacted 4/1/2014, relocated)	9	S								POINT (-122.501686 37.73053)	43	43	10	8	16
202				0									POINT (-122.50767 37.770718)	9	9	8	4	12
