permit_number	streetname	Cross Street 1	Cross Street 2	Permit Type	Agent	AgentPhone	Permit Purpose	Approved Date	Status	cnn	permit_zipcode	permit_start_date	permit_end_date	permit_address	24/7 Contact	Inspector	CurbRampWork	X	Y	Latitude	Longitude	Location
21EXC-05992	VAN NESS AVE	MARKET ST \ SOUTH VAN NESS AVE	OAK ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	13143101	94102	01/14/2022	12/31/2022		(415) 646 - 2310			6006970.53	2110443.778	37.77527032858932	-122.41936308507364	(37.77527032858932, -122.41936308507364)
16WR-0480	VAN NESS AVE	NORTH POINT ST	BEACH ST	Wireless	ExteNet Systems, Inc.	415-377-7826		08/17/2017	APPROVED	13174101	94109	08/17/2017	05/31/2028		Joseph Camicia, 415-722-1183			6005425.955	2121490.755	37.80551544558615	-122.42549248631633	(37.80551544558615, -122.42549248631633)
22EXC-00823	MARINA BLVD	DIVISADERO ST	BRODERICK ST	Excavation	Esquivel Grading & Paving, Inc.	415-725-1878	VArious LOcations Pavement Renovation No. 38 and Sewer Replacement Contract ID NO.1000012522	02/09/2022	APPROVED	8707201	94123	02/24/2022	08/26/2022		415-468-5700	Brian Wong		5999842.758	2121600.6	37.80550001060019	-122.44482174028985	(37.80550001060019, -122.44482174028985)
20EXC-02611	19TH AVE	IRVING ST	JUDAH ST	Excavation	JMB Construction, Inc.	4156292439	19th avenue (state route 1)  Combined City Project	10/20/2020	APPROVED	910101	94122	10/19/2020	11/10/2022		Refer to Agent	Christian Kalinowsky		5990209.286	2106190.604	37.762633992370695	-122.47703258882345	(37.762633992370695, -122.47703258882345)
20EXC-02611	19TH AVE	HOLLOWAY AVE	CRESPI DR	Excavation	JMB Construction, Inc.	4156292439	19th avenue (state route 1)  Combined City Project	10/20/2020	APPROVED	929201	94132	10/19/2020	11/10/2022		Refer to Agent	Christian Kalinowsky		5990375.93	2090930.719	37.72074395651993	-122.47534206245462	(37.72074395651993, -122.47534206245462)
21MFF-00107	04TH ST	MISSION BAY BLVD	NELSON RISING LN	FoodFac	DO UC US Mobile Catering	(650) 692-5186		11/19/2021	APPROVED	19986000	94158	11/19/2021	11/15/2022		650-931-5532			6015095.647	2108398.333	37.770108258257665	-122.39111321206266	(37.770108258257665, -122.39111321206266)
20EXC-02611	HOLLOWAY AVE	DENSLOWE DR	19TH AVE	Excavation	JMB Construction, Inc.	4156292439	19th avenue (state route 1)  Combined City Project	10/20/2020	APPROVED	6995201	94132	10/19/2020	11/10/2022		Refer to Agent	Christian Kalinowsky		5990510.294	2091084.896	37.721175074908565	-122.47488886023379	(37.721175074908565, -122.47488886023379)
22EXC-00037	GENEVA AVE	PARIS ST	LISBON ST	Excavation	A. Ruiz Construction Co.	(415) 559-2938	Geneva Avenue Traffic Signal	02/04/2022	APPROVED	6140201	94112	02/04/2022	01/07/2023		415-647-4010	Michael Matsuoka		6000826.603	2088783.716	37.71544899818958	-122.43906359602349	(37.71544899818958, -122.43906359602349)
22EXC-00037	GENEVA AVE	MISSION ST	LONDON ST	Excavation	A. Ruiz Construction Co.	(415) 559-2938	Geneva Avenue Traffic Signal	02/04/2022	APPROVED	6138201	94112	02/04/2022	01/07/2023		415-647-4010	Michael Matsuoka		6000356.273	2089062.144	37.716186724650825	-122.44070921987841	(37.716186724650825, -122.44070921987841)
22EXC-00823	DIVISADERO ST	SACRAMENTO ST	CLAY ST	Excavation	Esquivel Grading & Paving, Inc.	415-725-1878	VArious LOcations Pavement Renovation No. 38 and Sewer Replacement Contract ID NO.1000012522	02/09/2022	APPROVED	4818101	94115	02/24/2022	08/26/2022		415-468-5700	Brian Wong		6000896.514	2115725.311	37.78942809618676	-122.44075337678791	(37.78942809618676, -122.44075337678791)
22MFF-00001	MARINA BLVD	LAGUNA ST	BEACH ST \ BUCHANAN ST \ LOWER FORT MASON ST	FoodFac	Philz Coffee Truck	(415) 244-1134		01/13/2022	APPROVED	8701000	94123	01/13/2022	11/15/2022		Refer to Agent			6003269.919	2121386.944	37.80510835356803	-122.43294631717589	(37.80510835356803, -122.43294631717589)
21EXC-05992	OTIS ST	12TH ST \ MISSION ST \ SOUTH VAN NESS AVE	BRADY ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	10046000	94103	01/14/2022	12/31/2022		(415) 646 - 2310			6007008.037	2109508.097	37.77270328410301	-122.41916695523845	(37.77270328410301, -122.41916695523845)
21EXC-01060	17TH ST	CASTRO ST \ MARKET ST	17TH ST	Excavation	Esquivel Grading & Paving, Inc.	415-725-1878	Upper Market Corridor Safety Improvements Project	11/16/2021	APPROVED	811000	94114	07/06/2021	10/03/2022		415-468-5700			6002126.777	2105893.979	37.76250370398343	-122.4357931111214	(37.76250370398343, -122.4357931111214)
22EXC-00564	14TH ST	DIVISADERO ST	ALPINE TER \ ROOSEVELT WAY	Excavation	Mitchell Engineering. Inc.	530-917-4020	JOC10-030.00FY22 Various Locations Traffic Calming	02/15/2022	APPROVED	602000	94114	02/07/2022	07/06/2022		415-218-8680			6001845.883	2107628.342	37.767249879636275	-122.43688878461967	(37.767249879636275, -122.43688878461967)
22EXC-00037	NAPLES ST	GENEVA AVE	ROLPH ST	Excavation	A. Ruiz Construction Co.	(415) 559-2938	Geneva Avenue Traffic Signal	02/04/2022	APPROVED	9497201	94112	02/04/2022	01/07/2023		415-647-4010	Michael Matsuoka		6001546.477	2088213.212	37.71392345501665	-122.43653458464384	(37.71392345501665, -122.43653458464384)
22EXC-00823	LAUREL ST	MAYFAIR DR	EUCLID AVE	Excavation	Esquivel Grading & Paving, Inc.	415-725-1878	VArious LOcations Pavement Renovation No. 38 and Sewer Replacement Contract ID NO.1000012522	02/09/2022	APPROVED	8175000	94118	02/24/2022	08/26/2022		415-468-5700	Brian Wong		5998373.249	2114368.379	37.785558298950406	-122.449385746935	(37.785558298950406, -122.449385746935)
21EXC-04378	MAGELLAN AVE	SOLA AVE	PACHECO ST	Excavation	R & S Construction Management Inc	(415) 746-9564	#1000015749 PW Various Locations No. 49 Pavement Renovation	11/15/2021	APPROVED	8618000	94116	11/29/2021	12/31/2022		415-746-9564	Yohannes Biratu		5994778.54	2100413.002	37.74703419186577	-122.46081055783323	(37.74703419186577, -122.46081055783323)
21MFF-00154	03RD ST	EGBERT AVE	FITZGERALD AVE	FoodFac	Brazuca Grill	650-278-0401		12/30/2021	APPROVED	226201	94124	12/30/2021	11/15/2022		Ana Goulart: 650-278-0401			6013578.195	2091498.174	37.72361968051547	-122.39517811683201	(37.72361968051547, -122.39517811683201)
20EXC-02611	19TH AVE	NORIEGA ST	ORTEGA ST	Excavation	JMB Construction, Inc.	4156292439	19th avenue (state route 1)  Combined City Project	10/20/2020	APPROVED	915101	94122	10/19/2020	11/10/2022		Refer to Agent	Christian Kalinowsky		5990351.032	2102792.957	37.75331317886541	-122.47629415408804	(37.75331317886541, -122.47629415408804)
21TC-00282	04TH ST	CHANNEL ST	LONG BRIDGE VARA	TableChair	House of Tadu Ethiopian Kitchen	(415) 410-3854	Address: 1120-1130 4th Street. Shared Spaces Program. Occupancy of parking lane fronting permitted business only.	04/27/2021	APPROVED	19981001	94158	04/01/2021	06/30/2022		(415) 410-3854			6015004.126	2109811.64	37.77398380591139	-122.39152860746925	(37.77398380591139, -122.39152860746925)
21EXC-01060	DOLORES ST	MARKET ST	14TH ST	Excavation	Esquivel Grading & Paving, Inc.	415-725-1878	Upper Market Corridor Safety Improvements Project	11/16/2021	APPROVED	4861201	94103	07/06/2021	10/03/2022		415-468-5700			6004760.028	2108003.285	37.768444579476814	-122.42683587794565	(37.768444579476814, -122.42683587794565)
21EXC-05992	VAN NESS AVE	OFARRELL ST	ALICE B TOKLAS PL	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	13152201	94109	01/14/2022	12/31/2022		(415) 646 - 2310			6006523.838	2113992.738	37.784989740430746	-122.42116035531895	(37.784989740430746, -122.42116035531895)
21EXC-03557	30TH AVE	VICENTE ST	ESCOLTA WAY	Excavation	K.J. Woods Construction	415-758-8512	Wawona Area Stormwater Improvement and Vicente St Water Main Replacement WW-711	08/20/2021	ACTIVE	1662000	94116	08/23/2021	01/23/2024		415-758-8512	Teresa McNamara		5987010.203	2097370.063	37.73822905482119	-122.48744896194817	(37.73822905482119, -122.48744896194817)
21EXC-05533	FULTON ST	LOYOLA TER	CLAYTON ST	Excavation	JDB Construction, INC.	(415) 6083135	Fulton St & Grove St Pavement Restoration & Sewer Replacement project #1159I	12/22/2021	APPROVED	5899000	94117	01/03/2022	07/01/2022		Refer to Agent	Jesse Blea		5998327.429	2110685.881	37.77544449791139	-122.449278863985	(37.77544449791139, -122.449278863985)
22EXC-00037	GENEVA AVE	EDINBURGH ST	NAPLES ST	Excavation	A. Ruiz Construction Co.	(415) 559-2938	Geneva Avenue Traffic Signal	02/04/2022	APPROVED	6143201	94112	02/04/2022	01/07/2023		415-647-4010	Michael Matsuoka		6001526.412	2088369.265	37.71435080144855	-122.43661509874528	(37.71435080144855, -122.43661509874528)
21EXC-05858	TAYLOR ST	06TH ST \ GOLDEN GATE AVE \ MARKET ST	OPAL PL	Excavation	Esquivel Grading & Paving, Inc.	415-468 5700	Safer Taylor Street	01/20/2022	APPROVED	12425000	94102	01/31/2022	06/10/2024		415-468-5700	Ricardo Trejo		6009550.737	2113021.776	37.78249388358341	-122.41061961746063	(37.78249388358341, -122.41061961746063)
17WR-0093	GUERRERO ST	16TH ST	CAMP ST	Wireless	MODUS, INC	510-206-1674		08/21/2018	APPROVED	6578101	94110	08/21/2018	05/31/2029		Refer to Agent			6005543.868	2106506.277	37.76437843832263	-122.42401817219964	(37.76437843832263, -122.42401817219964)
20EXC-02611	WINSTON DR	19TH AVE	20TH AVE	Excavation	JMB Construction, Inc.	4156292439	19th avenue (state route 1)  Combined City Project	10/20/2020	APPROVED	13685201	94132	10/19/2020	11/10/2022		Refer to Agent	Christian Kalinowsky		5990384.435	2093204.628	37.72698803376355	-122.47547860689929	(37.72698803376355, -122.47547860689929)
20EXC-02611	19TH AVE	IRVING ST	JUDAH ST	Excavation	JMB Construction, Inc.	4156292439	19th avenue (state route 1)  Combined City Project	10/20/2020	APPROVED	910201	94122	10/19/2020	11/10/2022		Refer to Agent	Christian Kalinowsky		5990171.759	2106187.976	37.762624600299404	-122.47716218852445	(37.762624600299404, -122.47716218852445)
21EXC-05992	FELL ST	10TH ST \ MARKET ST \ POLK ST	VAN NESS AVE	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	5439000	94102	01/14/2022	12/31/2022		(415) 646 - 2310			6007231.432	2110884.37	37.77649477796477	-122.41849181226634	(37.77649477796477, -122.41849181226634)
21EXC-05992	VAN NESS AVE	GOLDEN GATE AVE	TURK ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	13148101	94102	01/14/2022	12/31/2022		(415) 646 - 2310			6006653.409	2112712.672	37.78148229694196	-122.42062118075002	(37.78148229694196, -122.42062118075002)
21EXC-01060	MARKET ST	GUERRERO ST \ LAGUNA ST	BUCHANAN ST \ DUBOCE AVE	Excavation	Esquivel Grading & Paving, Inc.	415-725-1878	Upper Market Corridor Safety Improvements Project	11/16/2021	APPROVED	8761101	94103	07/06/2021	10/03/2022		415-468-5700			6005147.927	2108612.632	37.77013962355809	-122.42553754375723	(37.77013962355809, -122.42553754375723)
21EXC-05992	MCALLISTER ST	DR CARLTON B GOODLETT PL \ POLK ST	VAN NESS AVE	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	8894000	94102	01/14/2022	12/31/2022		(415) 646 - 2310			6006990.115	2112223.062	37.780156916603545	-122.41942159417758	(37.780156916603545, -122.41942159417758)
22D-00026	CLEMENT ST	07TH AVE	08TH AVE	Display	Yong Fong Co.	(415) 283-5362	Dry Mushrooms on 1 rack.	02/22/2022	APPROVED	4156000	94118	01/16/2022	01/15/2023	612 CLEMENT ST	Refer to Agent			5993599.21762	2113549.89297	37.78303670272861	-122.46584287336056	(37.78303670272861, -122.46584287336056)
21EXC-03557	14TH AVE	VICENTE ST	WAWONA ST	Excavation	K.J. Woods Construction	415-758-8512	Wawona Area Stormwater Improvement and Vicente St Water Main Replacement WW-711	08/20/2021	ACTIVE	575000	94127	08/23/2021	01/23/2024		415-758-8512	Teresa McNamara		5992074.922	2097544.866	37.73900309071618	-122.46995055561933	(37.73900309071618, -122.46995055561933)
21MFF-00101	WEBSTER ST	EDDY ST	ELLIS ST	FoodFac	Fillmore Square	858-354-5758		11/04/2021	APPROVED	13536101	94115	11/04/2021	11/15/2022		858-354-5758			6003720.679	2112996.597	37.78209616254341	-122.43078727799328	(37.78209616254341, -122.43078727799328)
21EXC-05992	VAN NESS AVE	OLIVE ST	OFARRELL ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	13151102	94109	01/14/2022	12/31/2022		(415) 646 - 2310			6006503.289	2113822.362	37.78452077050452	-122.42121934537168	(37.78452077050452, -122.42121934537168)
20EXC-02290	26TH ST	FAIR OAKS ST	DOLORES ST	Excavation	Cratus, Inc.	(415)939-2840	Pavement Renovation, Sewer Replacement and Water Main Replacement on Castro Street and 26th Street Contract No. WD-2739	07/23/2020	ACTIVE	1534000	94110	08/10/2020	08/10/2022		(800)850-1874			6005355.845	2100792.152	37.74867816904873	-122.42426206482504	(37.74867816904873, -122.42426206482504)
04IE-683	DIVISADERO ST	HAYES ST	GROVE ST	StrtImprov	Erin Lilly Designs	(415) 885-6000	portions of sidewalk to construct an ADAAG-compliant level landing at the Divisadero St. frontage; and reconstruct (e) portions of non-compliant and/or damaged sidewalk to City Std. sidewalk; (e) curb ramp may remain; all work as directed by DPW Inspector fronting the subject property.	11/03/2004	ACTIVE	4803101	94117							6001601.919	2110620.793	37.775452535531095	-122.43794698610837	(37.775452535531095, -122.43794698610837)
20EXC-02611	TARAVAL ST	18TH AVE	19TH AVE	Excavation	JMB Construction, Inc.	4156292439	19th avenue (state route 1)  Combined City Project	10/20/2020	APPROVED	12394000	94116	10/19/2020	11/10/2022		Refer to Agent	Christian Kalinowsky		5990607.643	2099058.5	37.74307421467119	-122.4751341488147	(37.74307421467119, -122.4751341488147)
20EXC-02290	CASTRO ST	LIBERTY ST	21ST ST	Excavation	Cratus, Inc.	(415)939-2840	Pavement Renovation, Sewer Replacement and Water Main Replacement on Castro Street and 26th Street Contract No. WD-2739	07/23/2020	ACTIVE	3794000	94114	08/10/2020	08/10/2022		(800)850-1874			6002431.002	2103697.483	37.756489930155354	-122.43458384300867	(37.756489930155354, -122.43458384300867)
21EXC-05992	VAN NESS AVE	EDDY ST	WILLOW ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	13150201	94109	01/14/2022	12/31/2022		(415) 646 - 2310			6006619.293	2113312.5	37.78312735424656	-122.42078180174634	(37.78312735424656, -122.42078180174634)
21EXC-05992	VAN NESS AVE	HICKORY ST	FELL ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	13143103	94102	01/14/2022	12/31/2022		(415) 646 - 2310			6006926.011	2110759.815	37.776135582825255	-122.41953951627609	(37.776135582825255, -122.41953951627609)
21MFF-00154	03RD ST	26TH ST	CESAR CHAVEZ ST	FoodFac	Brazuca Grill	650-278-0401		12/30/2021	APPROVED	195201	94107	12/30/2021	11/15/2022		Ana Goulart: 650-278-0401			6015948.484	2101389.545	37.750910913319515	-122.38767415787979	(37.750910913319515, -122.38767415787979)
21IE-00479	YERBA BUENA RD	MACALLA RD	FOREST RD \ YERBA BUENA DR	StrtImprov	Treasure Island Community Development		To construction Dog Park on Yerba Buena Island per Plans Date 8/25/2021.	09/21/2021	APPROVED	14228000	94130	09/30/2021	12/31/2023		Refer to Agent			6022240.004	2123067.833	37.810781402923645	-122.36741329034184	(37.810781402923645, -122.36741329034184)
21IE-00479	YERBA BUENA RD	FOREST RD \ YERBA BUENA DR	FOREST RD \ NIMITZ LN \ SIGNAL RD \ YERBA BUENA DR	StrtImprov	Treasure Island Community Development		To construction Dog Park on Yerba Buena Island per Plans Date 8/25/2021.	09/21/2021	APPROVED	14230000	94130	09/30/2021	12/31/2023		Refer to Agent			6022359.021	2122905.896	37.81034328064096	-122.3669901984967	(37.81034328064096, -122.3669901984967)
21EXC-04124	JESSIE ST	ANNIE ST	03RD ST	Excavation	D'Arcy and Harty Construction,Inc.	415 559 3325	NEW MONTGOMERY, JESSIE, MINNA AND MISSION STREETS BRICK SEWER REHABILITATION	11/04/2021	APPROVED	7519000	94105	11/08/2021	09/27/2022		415-559-3325	Daniel Brugmann		6012016.615	2114603.571	37.78697506330328	-122.4021999449297	(37.78697506330328, -122.4021999449297)
21EXC-05992	VAN NESS AVE	CLAY ST	WASHINGTON ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	13160201	94109	01/14/2022	12/31/2022		(415) 646 - 2310			6006141.837	2116781.464	37.79262534677967	-122.42268020547455	(37.79262534677967, -122.42268020547455)
21EXC-01060	MARKET ST	15TH ST	SANCHEZ ST	Excavation	Esquivel Grading & Paving, Inc.	415-725-1878	Upper Market Corridor Safety Improvements Project	11/16/2021	APPROVED	8765101	94114	07/06/2021	10/03/2022		415-468-5700			6003572.872	2107101.271	37.765900671770915	-122.43087776160056	(37.765900671770915, -122.43087776160056)
21EXC-05992	VAN NESS AVE	HAYES ST	DR TOM WADDELL PL	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	13145201	94102	01/14/2022	12/31/2022		(415) 646 - 2310			6006900.728	2111268.666	37.77753133990668	-122.4196630868678	(37.77753133990668, -122.4196630868678)
21EXC-05992	MARKET ST	11TH ST	SOUTH VAN NESS AVE \ VAN NESS AVE	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	8754102	94103	01/14/2022	12/31/2022		(415) 646 - 2310			6007092.315	2110464.022	37.77533277140302	-122.41894324011548	(37.77533277140302, -122.41894324011548)
16WR-0395	INGALLS ST	HARBOR RD	HUDSON AVE	Wireless	ExteNet Systems, Inc.	415-377-7826		09/25/2017	APPROVED	7217000	94124	09/25/2017	06/30/2028		Joe Camicia 415-722-1183			6018094.387	2094793.434	37.73291794521687	-122.37979510512217	(37.73291794521687, -122.37979510512217)
20EXC-02611	SLOAT BLVD	19TH AVE	20TH AVE	Excavation	JMB Construction, Inc.	4156292439	19th avenue (state route 1)  Combined City Project	10/20/2020	APPROVED	11951101	94132	10/19/2020	11/10/2022		Refer to Agent	Christian Kalinowsky		5990402.632	2095957.98	37.734549098483164	-122.47561666216144	(37.734549098483164, -122.47561666216144)
21EXC-01060	MARKET ST	16TH ST \ NOE ST	17TH ST \ CASTRO ST	Excavation	Esquivel Grading & Paving, Inc.	415-725-1878	Upper Market Corridor Safety Improvements Project	11/16/2021	APPROVED	8767201	94114	07/06/2021	10/03/2022		415-468-5700			6002605.908	2106233.172	37.763462249825906	-122.43416022315795	(37.763462249825906, -122.43416022315795)
21EXC-05992	VAN NESS AVE	WILLOW ST	ELLIS ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	13150102	94109	01/14/2022	12/31/2022		(415) 646 - 2310			6006552.433	2113482.265	37.7835897186873	-122.42102517033847	(37.7835897186873, -122.42102517033847)
22TOC-01156	LEAVENWORTH ST	TURK ST	EDDY ST	TempOccup	DPW-BSES	415-641-2626		02/22/2022	APPROVED	8240000	94102	04/01/2022	06/30/2022	200 LEAVENWORTH ST	415-695-2134			6008595.39432	2113237.07306	37.78303141713982	-122.41393993285098	(37.78303141713982, -122.41393993285098)
21EXC-03557	VICENTE ST	MADRONE AVE	FOREST SIDE AVE	Excavation	K.J. Woods Construction	415-758-8512	Wawona Area Stormwater Improvement and Vicente St Water Main Replacement WW-711	08/20/2021	ACTIVE	13238000	94127	08/23/2021	01/23/2024		415-758-8512	Teresa McNamara		5992433.02	2097887.448	37.73996442687943	-122.4687373491897	(37.73996442687943, -122.4687373491897)
21EXC-05992	VAN NESS AVE	CLAY ST	WASHINGTON ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	13160101	94109	01/14/2022	12/31/2022		(415) 646 - 2310			6006082.41	2116773.195	37.792599291066466	-122.42288523942793	(37.792599291066466, -122.42288523942793)
21MFF-00115	03RD ST	ARTHUR AVE \ CARGO WAY	BURKE AVE	FoodFac	Park's Catering	(408) 206-1105		12/09/2021	APPROVED	198201	94124	01/16/2021	11/15/2022		Refer to Agent			6016047.501	2099458.251	37.74561346589383	-122.38719704746016	(37.74561346589383, -122.38719704746016)
20EXC-02611	19TH AVE	JUDAH ST	KIRKHAM ST	Excavation	JMB Construction, Inc.	4156292439	19th avenue (state route 1)  Combined City Project	10/20/2020	APPROVED	911201	94122	10/19/2020	11/10/2022		Refer to Agent	Christian Kalinowsky		5990209.157	2105509.176	37.760762966632434	-122.47698324208636	(37.760762966632434, -122.47698324208636)
20EXC-02611	ORTEGA ST	19TH AVE	20TH AVE	Excavation	JMB Construction, Inc.	4156292439	19th avenue (state route 1)  Combined City Project	10/20/2020	APPROVED	10007000	94122	10/19/2020	11/10/2022		Refer to Agent	Christian Kalinowsky		5990181.948	2102447.14	37.75235385221779	-122.47685360912638	(37.75235385221779, -122.47685360912638)
21EXC-05992	VAN NESS AVE	NORTH POINT ST	BEACH ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	13174201	94109	01/14/2022	12/31/2022		(415) 646 - 2310			6005485.353	2121499.231	37.805542072516886	-122.42528753262073	(37.805542072516886, -122.42528753262073)
22TOC-01155	OFARRELL ST	SHANNON ST	JONES ST	TempOccup	DPW-BSES	415-641-2626		02/22/2022	APPROVED	9728000	94102	04/01/2022	06/30/2022	474 OFARRELL ST	415-695-2134			6008992.45783	2114303.32519	37.78598138148471	-122.41264165127603	(37.78598138148471, -122.41264165127603)
06IE-0689	CARROLL AVE	ISSLEIB AVE \ NEWHALL ST	PHELPS ST	StrtImprov	YAKUH ASKEW ARCHITECT	(415) 920-1839	Reconstruct new curb/curb cut, and sidewalk with two (2) new curb ramps to City standards. Saw cut 2' AC gutter and replace with 2in ACWS on 8in concrete base as directed by BSM inspector.	02/23/2007	ACTIVE	3740000	94124							6012290.092	2093419.478	37.72882346741654	-122.39976573659271	(37.72882346741654, -122.39976573659271)
21EXC-05858	TURK ST	MARKET ST \ MASON ST	TAYLOR ST	Excavation	Esquivel Grading & Paving, Inc.	415-468 5700	Safer Taylor Street	01/20/2022	APPROVED	12716000	94102	01/31/2022	06/10/2024		415-468-5700	Ricardo Trejo		6009781.429	2113322.31	37.78333200966347	-122.40984274030882	(37.78333200966347, -122.40984274030882)
21EXC-05992	MISSION ST	LAFAYETTE ST	12TH ST \ OTIS ST \ SOUTH VAN NESS AVE	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	9109102	94103	01/14/2022	12/31/2022		(415) 646 - 2310			6007265.265	2109692.862	37.773225087901515	-122.41829027610314	(37.773225087901515, -122.41829027610314)
22TOC-01158	06TH ST	MINNA ST	NATOMA ST	TempOccup	DPW-BSES	415-641-2626		02/22/2022	APPROVED	330000	94103	04/01/2022	06/30/2022	160 06TH ST	415-695-2134			6010311.3945	2112151.65641	37.780147344116216	-122.40792668153186	(37.780147344116216, -122.40792668153186)
21EXC-04378	PACHECO ST	FOREST HILL PATH \ LOPEZ AVE	ALTON AVE \ UNNAMED 033	Excavation	R & S Construction Management Inc	(415) 746-9564	#1000015749 PW Various Locations No. 49 Pavement Renovation	11/15/2021	APPROVED	10080201	94116	11/29/2021	12/31/2022		415-746-9564	Yohannes Biratu		5994196.392	2101276.908	37.74937274601254	-122.46288622725702	(37.74937274601254, -122.46288622725702)
20EXC-02611	SLOAT BLVD	20TH AVE	21ST AVE	Excavation	JMB Construction, Inc.	4156292439	19th avenue (state route 1)  Combined City Project	10/20/2020	APPROVED	11951102	94132	10/19/2020	11/10/2022		Refer to Agent	Christian Kalinowsky		5990106.809	2095961.955	37.734542858513294	-122.47663970065628	(37.734542858513294, -122.47663970065628)
21EXC-01060	MARKET ST	17TH ST \ CASTRO ST	COLLINGWOOD ST	Excavation	Esquivel Grading & Paving, Inc.	415-725-1878	Upper Market Corridor Safety Improvements Project	11/16/2021	APPROVED	8768201	94114	07/06/2021	10/03/2022		415-468-5700			6002145.1	2105862.14	37.762417322367625	-122.43572746134944	(37.762417322367625, -122.43572746134944)
21EXC-05405	TARAVAL ST	30TH AVE	31ST AVE	Excavation	NTK Construction, Inc	(415) 643-1900	L-Taraval Improvement Project (Sunset Blvd to West Portal)	11/22/2021	APPROVED	12406000	94116	12/01/2021	10/01/2024		4157606765	George Herrera		5986880.568	2098931.296	37.742508225912474	-122.48801185135265	(37.742508225912474, -122.48801185135265)
20EXC-02611	19TH AVE	STERN GROVE CT	SLOAT BLVD	Excavation	JMB Construction, Inc.	4156292439	19th avenue (state route 1)  Combined City Project	10/20/2020	APPROVED	924103	94132	10/19/2020	11/10/2022		Refer to Agent	Christian Kalinowsky		5990563.136	2096233.912	37.73531603904027	-122.47508188990489	(37.73531603904027, -122.47508188990489)
21EXC-05992	VAN NESS AVE	AUSTIN ST	PINE ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	13156202	94109	01/14/2022	12/31/2022		(415) 646 - 2310			6006315.819	2115534.823	37.78921219521892	-122.42198962324284	(37.78921219521892, -122.42198962324284)
21EXC-03210	GEARY BLVD	43RD AVE	44TH AVE	Excavation	LC General Engineering & Construction	(415) 699-5875	SIRP 142B - Point Lobos B	09/09/2021	ACTIVE	6100101	94121	07/12/2021	06/30/2022		Jean Sanchez (415) 699-5875	Nick Haase		5982385.079	2112364.738	37.77912935865438	-122.50455070863721	(37.77912935865438, -122.50455070863721)
18WR-0127	BROTHERHOOD WAY	CHURCH ACCESS RD	LAKE MERCED BLVD	Wireless	AT&T Mobility	650-991-4094		10/01/2018	APPROVED	3243201	94132	10/01/2018	07/31/2029		Refer to Agent			5988184.734	2088770.694	37.714685816988485	-122.48275804516149	(37.714685816988485, -122.48275804516149)
22EXC-00037	GENEVA AVE	ATHENS ST	MOSCOW ST \ SOUTH HILL BLVD	Excavation	A. Ruiz Construction Co.	(415) 559-2938	Geneva Avenue Traffic Signal	02/04/2022	APPROVED	6146101	94112	02/04/2022	01/07/2023		415-647-4010	Michael Matsuoka		6002243.32	2087983.832	37.7133332021411	-122.4341096481471	(37.7133332021411, -122.4341096481471)
21EXC-05992	SOUTH VAN NESS AVE	12TH ST \ MISSION ST \ OTIS ST	12TH ST	Excavation	Walsh Construction Company	(415) 845-5498	Van Ness Corridor Transit Improvement Project - Contract 1289	01/13/2022	APPROVED	12016201	94103	01/14/2022	12/31/2022		(415) 646 - 2310			6007180.102	2109472.94	37.77261643821632	-122.41856926974198	(37.77261643821632, -122.41856926974198)
